ID;Date;Région;Nombre de trains programmés;Nombre de trains ayant circulé;Nombre de trains annulés;Nombre de trains en retard à l'arrivée;Taux de régularité;Nombre de trains à l'heure pour un train en retard à l'arrivée;Commentaires
TER_16;2016-10;Pays de la Loire;11512;11381;131;1028;91.0;10.1;
TER_17;2016-10;Picardie;10861;10735;126;1158;89.2;8.3;Un mois en dessous de l'objectif avec notamment la mise en place d'une limitation de la vitesse à Rochy-Condé à partir du 10 octobre suite à une déformation de la voie, très nombreux retards (90,77% de régularité sans cet incident).
TER_7;2016-11;Centre;8449;8245;204;1291;84.3;5.4;Une mauvaise régularité pour TER Centre marquée par des conditions de circulation difficiles : patinage et enrayage sur de nombreuses lignes (près de 50% des retards sur la ligne Paris Nogent)  imposant une conduite prudente de la part des conducteurs. Autre fait du mois les conséquences des travaux en gare de Vierzon conjuguées à plusieurs dérangements d'installations et incidents sur la voie (ligne Vierzon Châteauroux). A noter également des accidents de personne (ligne Paris Orléans) et heurts d'animaux ayant conduit à l'immobilisation de matériels et des suppressions de trains.
TER_9;2016-11;Franche Comté;5611;5455;156;702;87.1;6.8;"Malgré un mois d'Octobre 2016 marqué par de nombreux événements ayant pour origine des causes externes
(obstacles sur les voies, divagations d'animaux…), le taux de ponctualité progresse de +0,27% tandis que le taux
d'annulation de trains connait une baisse de 0,10%."
TER_10;2016-11;Haute Normandie;5522;5443;79;528;90.3;9.3;Un mois particulièrement marqué par des retards pour enrayage/patinage en raison des intempéries ainsi que des nombreux espacements. De nombreux incidents matériel (liés aux engins devant se rendre en reprofilage)  ayant engendré des modifications de composition et donc des ralentissements de vitesse. Enfin, un nombre conséquent de suppressions, toujours en raison de la tension matériel.
TER_19;2016-11;Provence Alpes Côte d'Azur;15410;14986;424;2285;84.8;5.6;Les intempéries conjuguées à de multiples incidents externes expliquent la  forte dégradation de la régularité sur les quinze derniers jours du mois de novembre.
TER_3;2016-12;Auvergne;5460;5312;148;488;90.8;9.9;pb matériel (1,31%) prod TER(1,11%)  ADC TER(0,69%)
TER_9;2016-12;Franche Comté;5867;5751;116;606;89.5;8.5;"Malgré un mois d'Octobre 2016 marqué par de nombreux événements ayant pour origine des causes externes
(obstacles sur les voies, divagations d'animaux…), le taux de ponctualité progresse de +0,27% tandis que le taux
d'annulation de trains connait une baisse de 0,10%."
TER_10;2016-12;Haute Normandie;6023;5927;96;408;93.1;13.5;"""De nombreux retards liés à la présence de personnes sur les voies ainsi qu'à la présence d'une bombe de la Seconde Guerre Mondiale aux abords des voies (le 08/12/2016).
Un dégagement de fumée sur un train de la LER (Le Havre-Rolleville) a fortement  perturbé les circulations."""
TER_15;2016-12;Nord Pas de Calais;18813;18512;301;1487;92.0;11.4;Après un mois de novembre particulièrement marqué par la chutes des feuilles mortes, la régularité du mois de décembre se porte mieux. On note ce mois-ci quelques avaries matériel dont une demande de secours dans la secteur d'Hirson ainsi que deux accidents de personne l'un à Billy-Montigny et l'autre à Wimille-Wimereux. Ce mois-ci n'échappe pas à son lot d'actes de malveillance (objets déposés sur les voies, tirs de projectiles  ...)
TER_16;2016-12;Pays de la Loire;10644;10460;184;1071;89.8;8.8;
TER_19;2016-12;Provence Alpes Côte d'Azur;15233;14436;797;2287;84.2;5.3;Des difficultés de production associées à des  mouvements sociaux  ont impacté notre réalisation de l'offre et entrainé  une baisse de nos résultats.
TER_1;2017-01;Grand Est;44541;43326;1215;2816;93.5;14.4;"""1-  de nombreux evenements externes (grands froids, tempete, heurts avec vehicules routiers sur des PN, accidents de personnes).
2- tension sur notre parc materiel et personnels roulants """
TER_3;2017-01;Auvergne;5604;5443;161;465;91.5;10.7;
TER_10;2017-01;Haute Normandie;6076;5979;97;352;94.1;16.0;Un début d'année fortement perturbé par la tempête EGON (12 et 13 janvier) qui a entraîné 67 suppressions. Des avaries Matériel ont également impacté le plan de transport du TER Haute Normandie en janvier 2017.
TER_12;2017-01;Limousin;4385;4315;70;486;88.7;7.9;"""les principaux retards en Janvier sont liés :
• Aux défaillances de l’infrastructure  pour 3,65 points suite en particulier à la mise en place de LTV pour des défauts de géométrie de la voie sur ligne 4 représentant plus de 50% de l’ensemble de l’irrégularité pour ce domaine. A cela se rajoutent  des dérangements d’installations de sécurité : PN (avec des conséquences importantes sur les lignes 2 et 3), signaux, appareils de voie, block,…
• Aux causes externes pour 2,24 points : deux accidents de personnes et des heurts avec arbres. A cela se rajoutent  des divagations et heurts de bestiaux, personnes aux abords des voies, plus chocs véhicules sur PN.
• Aux défaillances du matériel roulant (2 points), en légère baisse par rapport au mois précédent, avec en particulier des défaillances  de matériel en ligne. Il est à noter une baisse notable des sorties tardives dépôt, pour lesquelles la grandes majorité restent liées à des défaillances à la prise de service du conducteur.
• A la gestion des ressources pour 0,9 point avec principalement des ruptures de séquence dans la commande et le bouclage des ressources.
•  Aux correspondances et prises en charge clientèle, en stagnation à 0,8 point, subissant l’effet pour la grande majorité des évènements liés aux retards des Intercites sur Palito.
• A des causes liées aux conducteurs et ASCT pour environ 0,6 point.
• A des causes liées à la circulation ferroviaire et travaux.

Suppressions :
• pour défauts ou défaillances de matériel.
•  pour absences et/ou défaut de conducteurs.
• pour absence ASCT.
• s pour gestion des ressources.
•  pour causes externes (accidents de personnes, conditions climatiques, heurts…)
•  pour absence agents circulations.
• suite dérangement d’IS et mesures prises suite déshuntage."""
TER_18;2017-01;Poitou Charentes;3603;3524;79;460;86.9;6.7;Limitation temporaire de vitesse très restrictive entre Niort et Saintes
TER_7;2017-02;Centre;8322;8185;137;583;92.9;13.0;"""En terminant le mois à 92,4 % de ponctualité fin de parcours (à près d'1 point de l'objectif mensuel) et 19 journées à l'objectif mais aussi + 3 points sur janvier, la production des lignes Centre Centre Val-de-Loire retrouve du ciel bleu hiver qui nous faisait défaut depuis plusieurs mois. On notera peu d'incident à fort impact de production et toutes les 4 grandes familles de causes (Réseau-Transporteur-Externe et Interdépendances) sont en diminution. Ces bons résultats sont atténués par quelques lignes en difficulté : Paris Orléans et Paris Châteaudun, toutes deux sont à moins de 80% de ponctualité. Deux lignes nécessitant l'attention de tous les contributeurs. Nous engageons d'ailleurs un travail de fond sur l'axe Paris Châteaudun."""
TER_9;2017-02;Franche Comté;5176;5115;61;528;89.7;8.7;Après une première quinzaine du mois de Février difficile, la production s'améliore de façon notable sur la deuxième partie du mois. Le taux de ponctualité au terminus remonte de près de 2%.
TER_14;2017-02;Midi Pyrénées;7320;7168;152;843;88.2;7.5;
TER_17;2017-03;Picardie;11611;11455;156;816;92.9;13.0;Un mois correct sans incidents majeurs mais avec des dérangements d'installations Infra, des gènes de circulation avec les trains des autres EF et des avaries/indispnobilités du matériel.
TER_7;2017-04;Centre;8967;8870;97;580;93.5;14.3;Un mois d 'Avril très légèrement en baisse brisant malheureusement la dynamique des deux précédents. De nombreux problèmes essentiellement liés à l'Infrastructure, nous on fortement impacté. Les causes Externes (actes de malveillance et intrusion dans les emprises SNCF...) ne sont pas en reste nous coûtant quelques points de ponctualité.
TER_10;2017-04;Haute Normandie;5671;5639;32;269;95.2;20.0;régularité impactée par des actes de malveillance (jets de projectiles sur la caténaire) ainsi que des dérangements d'installations
TER_14;2017-04;Midi Pyrénées;7858;7726;132;794;89.7;8.7;"1. Intempéries, malveillance (6 823 minutes perdues)
2. Dérangements d'installations (3 527 minutes perdues)
3. Défaillance Engin moteur (1 356 minutes perdues)
4. ADC TER (899 minutes perdues)"
TER_12;2017-05;Limousin;4113;4036;77;369;90.9;9.9;"""De manière générale, les principaux retards en Mai sont liés :
• Aux défaillances de l’infrastructure  pour  2,4 points avec pour cause principale des déclenchements de LTV fortes chaleur sur des zones sensibles (ligne  Limoges Angoulême, ligne Poitiers Angoulême avec impact sur la ligne Limoges Poitiers). A cela se rajoute tout un lot de dérangements (signaux, PN, block, compteurs d’essieux,…)
 • Aux causes externes  pour  1,6 points avec principalement des divagations et heurts d’animaux, et quelques chutes d’arbres.
• Aux défaillances du matériel roulant (1,7 point), en légère augmentation par rapport au mois précédent, avec en particulier des avaries  de matériel en ligne : une avarie de frein hydrodynamique sur ligne de Poitiers ayant impacté une dizaine de trains, une demande de secours sur ligne Brive Ussel ayant eu un fort impact sur cette ligne. A noter une stagnation depuis une période d’amélioration  des sorties tardives dépôt avec quelques difficultés en terme de tension sur le parc.
 • A la gestion des ressources pour 0,4 point avec principalement des ruptures de séquence dans la commande et le bouclage des ressources mais aussi gestion du matériel. 
•  Aux correspondances et prises en charge clientèle pour quasi un point, en augmentation rapport au mois précédent du fait de nombreuses correspondances assurées sur des trains IC perdant du temps sur des portions de parcours suite cumul de LTV.
• A des causes liées aux conducteurs et ASCT pour environ 0,4 point dont une majorité côté traction est liée à des non respects de marches tracées sur la LTV de ligne Limoges Angoulême.
• A des causes liées à la circulation ferroviaire et travaux pour 0,5 point avec principalement des absences de personnel dans les gares.
Suppressions :
• pour défauts ou défaillances de matériel.
•  pour absences et/ou défaut de conducteurs.
•  pour absence ASCT.
•  suite gestion des ressources
• pour causes externes (obstacle sur la voie dont un heurt avec chien sur la fin du mois ayant couté 7 suppressions)
• suite à travaux
• suite à un franchissement de signal fermé
• liées à des avaries d’installations dont 26 pour LTV fortes chaleurs
"""
TER_17;2017-05;Picardie;10980;10858;122;970;91.1;10.2;Un mois décevant, avec de nombreuses causes extérieures, notamment les actes de malveillance et les intempéries (orages, vents violents et LTV suite à affaissement de talus toujours en place), mais aussi les dérangements d'installations et les gènes de circulations.
TER_6;2017-06;Bretagne;7956;7855;101;410;94.8;18.2;
TER_11;2017-06;Languedoc Roussillon;4709;4607;102;494;89.3;8.3;Malgrè une légère baisse le mois de juin est toujours à l'objectif. Les causes externes restent les plus impactantes: accident de personne et colis suspect.Il est à noter aussi l'impact des fortes chaleurs sur les installations de sécurité.
TER_15;2017-06;Nord Pas de Calais;18730;18285;445;1872;89.8;8.8;Un mois de Juin particulièrement difficile et une dégradation de l’irrégularité due essentiellement aux aléas météorologiques avec d’une part l’épisode venteux du 6 et d’autre part la période de fortes chaleurs de fin de mois ayant nécessité la mise en œuvre de nombreuses limitations inopinées de vitesse. A noter également quelques avaries sur le matériel roulant qui ont pesées également sur la régularité.
TER_2;2017-07;Aquitaine;9644;9465;179;1010;89.3;8.4;Le mois de juillet ayant été marqué par de nombreux dérangements de passage à niveau et des limitations de vitesse du fait des phénomènes météorologiques : fortes chaleurs, chutes d’arbres et des présences de tiers dans les emprises.
TER_11;2017-07;Languedoc Roussillon;4703;4606;97;684;85.1;5.7;Les résultats du mois de juillet sont en baisse. Les fortes chaleurs ont eu un impact sur le matériel(9,5%) et les installations (14,2%) . Les causes externes (29,9%) avec les incendies et les accidents de personnes ont eu le plus de conséquences sur la régularité.
TER_19;2017-07;Provence Alpes Côte d'Azur;14918;14405;513;2668;81.5;4.4;Les résultas ont été impactés par un nombre important d'évènements externes, notamment des incendies aux abords des voies, des personnes sur ou le long des voies, des bagages abandonnés, par des défaillances sur les infrastructures et une fiabilité du matériel soumis à rude épreuve par les températures caniculaires.
TER_3;2017-08;Auvergne;4762;4695;67;316;93.3;13.9;"Une amélioration sensible pour août; à noter l'item Infrastructure est assez marqué sur Auvergne"
TER_4;2017-08;Basse Normandie;3457;3509;38;179;94.9;18.6;La principale cause de retard ce mois ci est la prise en charge voyageur avec de très nombreuse correspondance avec des trains Intercités en retard. Nous avons aussi des incidents matériels même si la tendance est plutôt à l'amélioration. Enfin ce sont les causes Tractions qui ont entrainé le plus de suppressions.
TER_20;2017-08;Rhône Alpes;26728;26364;364;2793;89.4;8.4;L'alériotation continue pour les trains supprimés et les événements externes marquent les chiffres ponctualité
TER_5;2017-09;Bourgogne;6298;6865;63;744;89.2;8.2;"""Fort impact des LTV causées par les travaux d'infrastructures Par ex : Sennecey - Gevrey, Chantier mobile de nuit entrainant restitution de zones mobiles de LTV (temps de parcours)"""
TER_6;2017-09;Bretagne;9024;8920;104;393;95.6;21.7;
TER_12;2017-09;Limousin;3843;3750;93;461;87.7;7.1;De manière générale, les principaux retards en Septembre sont liés : • Aux défaillances de l’infrastructure  pour  quasi 6 points avec comme cause principale des déclenchements de LTV et  interruption de trafic sur la ligne de Poitiers pour des défauts de nivellement de la voie ayant pour origine des mouvements de la plateforme supportant la voie. D’autres LTV sur les lignes Limoges-Châteauroux et Limoges-Angoulême impactent aussi la régularité des trains. A cela se rajoute des dérangements dans un ordre de grandeur classique (PN, signaux, appareils de voies, block,…)  • Aux causes externes  pour  1,4 point avec principalement des divagations de bestiaux ciblées en particulier sur la ligne de Poitiers, plus des signalements ou heurts avec arbres suite intempéries. • Aux défaillances du matériel roulant pour à peine un point, soit moitié moins que le mois précédent, avec principalement des avaries  de matériel en ligne et au départ (isolement moteur, boucle inductive HS, fuite liquide, Grog,…). A noter, une difficulté à tenir le plan de transport la première semaine de septembre suite à tension sur le parc ayant entrainé la mise en place d’un plan de transport adapté sur 5 jours. • A la gestion des ressources pour 0,5 point avec principalement des écarts liées à la commande de celles-ci. •  Aux correspondances et prises en charge clientèle pour  1,2 point, avec toujours des correspondances IC suite retards mais en diminution par rapport au service précédent. Depuis le post été, avec la nouvelle offre, des trains sur certains secteurs ont eu des difficultés suite à des affluences de voyageurs. Un travail de fond avec les PCAS a été mis en œuvre afin de répondre au mieux à ces sur occupations en terme de composition. • A des causes liées aux conducteurs et ASCT pour environ 0,3 point pour des causes diverses (attentes personnelles, non-respect de marche tracée) • A des causes liées à la circulation ferroviaire et travaux pour 1,1 point avec principalement des ralentissements sur zones de travaux, des restitutions tardives et des retards liés à des dévoiements afin d’assurer le bon fonctionnement des circuits de voies sur certains secteurs circulation.  On enregistre des suppressions:  •  pour défauts ou défaillances de matériel  • pour absences et/ou défaut de conducteurs. •  suite des défaillances d’infrastructures • suite chocs avec arbres ou animaux.  Le cumul des suppressions hors mouvements sociaux 2017 s’élève à 1227 (y compris PTA Poitiers et matériel) pour 736 fin septembre 2016.
TER_16;2017-09;Pays de la Loire;12309;12091;218;905;92.5;12.4;
TER_9;2017-10;Franche Comté;5767;5725;42;468;91.8;11.2;"Le taux de ponctualité est en baisse à
91,83 % soit - 0,89 % comparé au mois
de septembre.
Les retards pour causes pour causes
gestion du trafic augmentent de 7,8%,
ceux pour prise en compte des
voyageurs augmentent de 4,4%, pour
causes transporteur ou matériel
roulant augmentent de 1,9% et les
causes infrastructure ferroviaire
augmentent de 0,5%.
Diminution des retards pour causes
gestion en gare ou réutilisation de
matériel de 8,5% et les retard pour
causes externes baisses de 6,1%."
TER_12;2017-10;Limousin;3996;3937;59;439;88.8;8.0;"De manière générale, les principaux retards en Octobre sont liés :
• Aux défaillances de l’infrastructure  pour  quasi 2,2 points avec comme cause principale des déclenchements de LTV. A cela se rajoutent des dérangements dans un ordre de grandeur classique (PN, signaux, appareils de voies, block,…). A noter un dérangement d’intervalle sur la ligne 2 portion Lussac – Mignaloux ayant très fortement impacté la régularité de cette ligne.
 • Aux causes externes  pour  2,5 points dont une bonne moitié a pour origine des pertes de temps liées à de l’adhérence dégradée. Pour le reste, les divagations de bestiaux et personnes aux abords de la voie prennent une large part d’irrégularité sur cet item causes externe. 
• Aux défaillances du matériel roulant pour quasi 2 points, soit le double du mois précédent, avec principalement des avaries  de matériel en ligne et au départ (isolement moteur, avarie de portes, de frein…). A noter, une recrudescence des difficultés de coupe d’UM, en particulier sur la ligne 2 de Poitiers où des actions sont en cours sur le sujet. Les sorties tardives du dépôt restent dans un parcours d’amélioration où les actions prises continuent de porter leurs fruits…
• A la gestion des ressources pour quasi 0,5 point, en stagnation, avec principalement des écarts liés à la commande de celles-ci.
•  Aux correspondances et prises en charge clientèle pour  0,7 point, avec toujours des correspondances IC suite retards mais en diminution par rapport au mois précédent. Depuis le post été, avec la nouvelle offre, des trains sur certains secteurs ont eu des difficultés suite à des affluences de voyageurs. Un travail de fond avec les PCAS a été mis en œuvre afin de répondre au mieux à ces sur occupations en terme de composition, les premiers effets ont commencé à se faire sentir deuxième quinzaine d’octobre.
• A des causes liées aux conducteurs et ASCT pour environ 0,2 point pour des causes diverses (attentes personnelles, non-respects de marche tracée principalement liées aux conditions climatiques de la saison automnale).
• A des causes liées à la circulation ferroviaire et travaux pour quasi 1,9 point en très nette augmentation par rapport aux mois précédents avec principalement des ralentissements sur zones de travaux sur les lignes 1 et 10 venant impacter la ligne 6 par espacement avec les Intercités.
On enregistre des suppressions:
•  pour défauts ou défaillances de matériel 
•  pour absences et/ou défaut de conducteurs.
•  pour absences ASCT.
•suite à des difficultés de gestion des ressources.
• suite des défaillances d’infrastructures.
• suite chocs avec arbres ou animaux."
TER_18;2017-10;Poitou Charentes;3428;3363;65;299;91.1;10.2;"Troisième mois consécutif où la régularité dépasse les 91%. ""L'étoile de Saintes"" (Angoulême-Royan, Niort-Royan et La Rochelle-Bordeaux) reste le point fragile de la production."
TER_4;2017-11;Basse Normandie;3107;3044;63;292;90.4;9.4;Nous avons eu de mauvais résutats ce mois ci en raison de nombreux incidents surtout dus à des causes externes (accident de personne, intempéries, heurts d'animaux), des conséquences de dérangements intercités, et pour le TER de nombreux incidents matériel.
TER_15;2017-11;Nord Pas de Calais;18730;18465;265;2564;86.1;6.2;La production du mois de novembre a été fortement marquée par la chute des des feuilles mortes avec un pic très important sur la journée du jeudi 23. Les actes de malveillance d’origine diverses restent à un niveau élevé, on notera parmi eux l’occupation des voies de la gare de Lille Flandres par des manifestants le 13. Le mois a également connu quelques anomalies de matériels roulants.
TER_16;2017-11;Pays de la Loire;12465;12244;221;1717;86.0;6.1;
TER_17;2017-11;Picardie;10623;10470;153;1374;86.9;6.6;Intempéries.
TER_1;2017-12;Grand Est;40051;38300;1751;2793;92.7;12.7;Un mois très difficile pour la production   notamment du à des difficultés de circulations liées à des causes externes ( suites de l'agression d'un agent SNCF à bord d'un TER en Lorraine mais egalement aux conditions météo degradées) et à des défaillances de nos infrastructures, le tout entrainant des limitations de vitesse ou des modifications de notre plan de transport.
TER_2;2017-12;Aquitaine;9810;9537;273;1229;87.1;6.8;"Dans contexte de grèves, de givre et de changement de service, le mois de décembre 2017 restera comme le plus difficile de l'annnée en terme de production. L'action spécifique, intermétiers et quotidienne, de déverminage à permis de corriger rapidement les ""bugs"" liés au démarrage du nouveau service. La situation reste particulièrement compliquée en Sud Aquitaine qui souffre des effets combinés des grèves (essentiellement concentrée en Sud Aquitaine ) ; et des phénomènes météo (givres et tempêtes)."
TER_9;2017-12;Franche Comté;5999;5914;85;503;91.5;10.8;"Le taux de ponctualité s’améliore ce
mois-ci avec 91,49 % soit + 3,02 %
de hausse comparé au mois de
novembre.
Baisse significative ce mois-ci des
retards pour causes gestion du trafic
(– 6,1%).Les retardspour prise en
compte des voyageurs baissent
également (-1,6%). Stabilité des
retards pour causes infrastructure
ferroviaire (-0,2 %) et pour causes
transporteur ou matériel roulant (-
0,1%).
Par contre, dégradation des retards
pour causes externes qui augmentent
de + 3,1%, et de ceux pour
causes gestion en gare ou
réutilisation de matériel (+ 1,8%)."
TER_10;2017-12;Haute Normandie;5708;5580;128;433;92.2;11.9;une régularité marqué par beaucoup d'incidents externes notamment liés aux conditions climatiques
TER_12;2017-12;Limousin;3958;3772;186;451;88.0;7.4;"De manière générale, les principaux retards en Décembre sont liés :
 - Aux défaillances de l’infrastructure  pour  2,3 points avec comme cause principale des déclenchements de LTV pour plus de 40% de l’irrégularité. A cela se rajoutent des dérangements dans un ordre de grandeur classique (PN, signaux, appareils de voies, block,…).
 - Aux causes externes  pour  3,2 points dont une grande majorité sont liées à des conséquences climatiques (froid, neige, vent,…) se traduisant par de l’adhérence dégradée, de l’adaptation de la vitesse et parfois des heurts avec arbres.  Pour le reste, les divagations de bestiaux et colis suspects viennent finir de compléter l’irrégularité liée à cet item. 
 - Aux défaillances du matériel roulant pour quasi 1,6 point, en stagnation par rapport au mois précédent, avec des avaries de matériel en ligne et au départ (isolements moteurs, avaries de portes, de freins…), mais aussi des difficultés en sortie dépôt  principalement liées à une tension du parc en maintenance et une non robustesse de produit train en sortie dépôt.
 - A la gestion des ressources pour quasi 0,3 point, avec principalement des écarts liés à la commande de celles-ci.
 - Aux correspondances et prises en charge clientèle pour  0,6 point, avec toujours des correspondances IC suite retards. Pour le reste, les PSH, l’affluence voyageurs sur certaines gares et l’attente de voyageurs expliquent l’irrégularité qui en découle.
 - A des causes liées aux conducteurs et ASCT pour quasi 1 point, en augmentation, avec comme événement principal des non respects de marches tracées sur de faibles parcours liés aux conditions climatiques. Pour le reste, nous retrouvons la cause classique : attente personnelle. 
 - A des causes liées à la circulation ferroviaire et travaux pour quasi 1,8 point en légère augmentation par rapport au mois précédent avec principalement des ralentissements sur zones de travaux sur les lignes 1 et 10 venant impacter la ligne 6 par espacement avec les Intercités. 
 Suppressions :
 pour tension sur le parc pour les ¾ et le reste en défaillance
 pour absences de ressources (conducteurs et/ou contrôleurs)
 suite à des difficultés de gestion des ressources.
suite défaillance d’infrastructure.
 suite colis suspects et conditions climatiques."
TER_3;2018-01;Auvergne-Rhône Alpes;34277;33671;606;3874;88.5;7.7;Un mois de janvier marqué par les conséquences des intempéries (tempête Eléanor du 3). Le 20, la voie entre Culoz et Bellegarde a été coupée à cause d'une coulée de boue et ce jusqu'au 9 février (trains détournés, désheurés, reutilisation des rames à LY compliquées). Les forte tensions sur la disponibilité du matériel continuent d'engendrer de nombreuses réductions de compositions, croisements de rames en opérationnel, et service voyageur avec des conséquences régularité.
TER_6;2018-01;Bretagne;9697;9544;153;507;94.7;17.8;
TER_1;2018-02;Grand Est;41699;41103;596;2107;94.9;18.5;"Un mois de février en progression de près de 1,4 point pour la regularité.
 Toutefois  les lourdes conséquences  des évènements climatiques de janvier sur nos installations ferroviaires ont  impacté  encore ce mois ci notre production.
 Enfin un mouvement social impactant certaines lignes de Grand Est (Champagne Ardenne)  a continué à perturber la circulation de nos trains. ( mouvement  terminé fin février)"
TER_2;2018-03;Aquitaine;16211;15937;274;1172;92.6;12.6;"Le mois de mars confirme la tendance à l’amélioration de notre production tant en suppression qu’en régularité pour lesquelles nous affichons des résultats meilleurs que sur le 1er trimestre 2017.

Côté suppression : c’est notre meilleur résultat depuis plus de 8 mois. Ce taux ne fait que baisser depuis le début d’année et cette amélioration est essentiellement portée par TER

Côté régularité : nous continuons notre progression depuis le début de l’année avec 3 mois 2018 systématiquement supérieurs à ceux de 2017 ce qui nous permet d’afficher une progression de 1,2 point par rapport au 1er trimestre 2017. Toutes les ex-régions sont au-dessus de 91%, mais ces bons résultats sont particulièrement tirés par le Poitou-Charentes et le Limousin."
TER_6;2018-03;Bretagne;9679;9580;99;321;96.6;28.8;
TER_7;2018-03;Centre;10615;10494;121;736;93.0;13.3;Un très bon mois de Mars, surtout en regard du précédent.  Les efforts  insufflés au mois de janvier se concrétisent ce mois-ci.
TER_15;2018-03;Hauts de France;28029;27498;531;2221;91.9;11.4;Le mois de mars est en nette progression par rapport au mois de février. Les points restant en faiblesse concernent les difficultés liées au matériel avec plusieurs détresses et les défaillances d’installations fixes. A noter que les part des causes externes est en diminution et notamment les actes de malveillance. On déplore tout de même un accident de personne à St-Leu-d’Esserent.
TER_1;2018-04;Grand Est;30144;29709;435;1689;94.3;16.6;"Un mois d'avril marqué par une majorité de causes externes comme par exemple de nombreux accidents de personne.
Des défaillances sur nos installations ferroviaires notamment à St Clément dans les Vosges auront impacté massivement nos résultats."
TER_3;2018-04;Auvergne-Rhône Alpes;13039;12785;254;1620;87.3;6.9;
TER_5;2018-05;Bourgogne-Franche Comté;9083;8923;160;898;89.9;8.9;"Un mois de Mai en dégradation
comparé à Avril : -2,73% de ponctualité
et +0,21% de suppressions. La
production de Mai à été
particulièrement impactée par les
intempéries : les retards pour cette
cause augmentent fortement et
atteignent 34,5% du nombre des trains
en retard. Toutes les autres familles de
causes de retard sont en recul,
notamment les prises en charge
voyageurs (-7,9%)."
TER_1;2018-06;Grand Est;36741;36038;703;2326;93.5;14.5;"Comme pour le mois précédent, ces commentaires ne tiennent pas compte des impacts grèves neutralisés dans les statistiques.
 L'évènement le plus marquant de juin aura été l'arrachement d'un câble télécom par un agriculteur lors de travaux  dans son champ entre Colmar et Ribeauvillé.
 Les intempéries (fortes chaleurs)  générant  orages et inondations, ainsi que  feux de talus, auront marqué  également notre production ce mois de juin,  de même que la présence de personnes dans la zone dangereuse aux abords des voies."
TER_3;2018-06;Auvergne-Rhône Alpes;18208;17923;285;2507;86.0;6.1;La production est principalement perturbée par des causes liées à l'externe, aux infrastructures ferroviaires et à l'utilisation du matériel. La réduction de capacité liée à la coupure inopinée entre Chambéry et St André le gaz pour cause de glissement de terrain a généré des perturbations supplémentaires sur le plan de transport.
TER_4;2018-07;Normandie;8782;8692;90;536;93.8;15.2;un mois marqué par beaucoup d'attendes de correspondances suite au plan de transport adapté d'intercité mais également des intrusions dans les emprises SNCF ainsi que des dérangements d'installations suite aux fortes chaleurs.
TER_16;2018-07;Pays de la Loire;11753;11546;207;988;91.4;10.7;
TER_19;2018-07;Provence Alpes Côte d'Azur;15214;14384;830;2154;85.0;5.7;Plusieurs incendies, des intempéries dans notre région mais également dans les régions voisines, ainsi que de multiples dérangements d'installations, expliquent la  dégradation de nos résultats. Notre offre est encore impactée par des adaptations quotidiennes.
TER_4;2018-08;Normandie;9076;8996;80;378;95.8;22.8;
TER_7;2018-08;Centre;10665;10530;135;1255;88.1;7.4;Les limitations de vitesse ont largement pesé sur la production de ce mois. Dans un premier temps celles provoquées par les fortes chaleurs (notamment sur l'axe Paris-Orléans) imposées par Réseau pour préserver les caténaires. Et dans un second temps, celles de la zone travaux entre Blois-Chambord et La Ville aux Dames.
TER_16;2018-09;Pays de la Loire;12266;12086;180;774;93.6;14.6;
TER_19;2018-09;Provence Alpes Côte d'Azur;15111;14490;621;1650;88.6;7.8;Amélioration de nos résultats  au mois de septembre, tant sur la réalisation de l'offre que sur la régularité de nos circulations.
TER_2;2018-10;Aquitaine;17275;17103;172;1372;92.0;11.5;"Le mois d’octobre 2018 est en rupture par rapport à ce que nous connaissons habituellement. En effet, l’entrée dans l’automne (accompagnée généralement d’intempéries : adhérence dégradée, vents violents) s’est très bien passée pour la production de TER NA.

Concernant les suppressions : avec 1% (après un mois de septembre à 0,9%) nous confirmons notre redressement. Le cumul annuel est à 1,8% (versus 2,3% en 2017). Le détail par famille révèle :
- une cause TER à 0,4% (meilleur mois de 2018), où le métier Matériel – habituellement plus gros contributeur - est à son meilleur niveau de l’année : 0,3% ; la part traction reste faible à 0,1%
- une cause Réseau à 0,2%, malgré un incident caténaire à Macau et une zone chutée à Bordeaux
- une cause Externe à 0,4% grâce à un début d’automne clément 

Concernant la régularité : à 91,9%, nous sommes 3 points au-dessus d’octobre 2017 et en progrès de 0,6 points par rapport à l’an passé : 90,7%. Malgré ces bons résultats, notons que la qualité est inégale sur nos territoires, avec le Poitou Charentes (habituellement « bon élève ») qui souffre d’une dégradation de la performance Réseau. Le détail par famille :
- La part TER se maintient à un bon niveau (2,8%) et accoste à nouveau à l'objectif. Le métier Escale reste pénalisé par les fortes affluences mais parvient à tenir son objectif. La part Matériel est la principale cause d’irrégularité (1,2% : comme la moyenne nationale)
- Réseau signe un très bon mois à 2,7% dans la moyenne annuelle régionale mais plus fort qu’au national. Le mois d’octobre est le mois des SPRC qui ont parfois un impact sur notre régularité auxquels il faut ajouter des LTV non prévues sur l’Axe Angoulême – Royan
- La part Externe à 2% fait presque son meilleur score de l'année en l'absence d'intempéries conséquents"
